日期,市場,價格
2014-10-01,國民市場,150.0
2014-10-01,鹽埕示範,150.0
2014-10-01,新興第二,133.0
2014-10-01,三民第二,166.0
2014-10-01,左營第四,133.0
2014-10-01,鼓山第三,150.0
2014-10-01,楠梓市場,142.0
2014-10-01,三民第一,150.0
2014-10-01,苓雅市場,150.0
2014-10-01,中華市場,150.0
2014-10-01,旗山第一,120.0
2014-10-01,鳳山第一,0.0
2014-10-01,岡山文賢,158.0
2014-10-01,大寮大發,148.0
2014-10-01,橋頭市場,150.0
2014-10-02,國民市場,150.0
2014-10-02,鹽埕示範,150.0
2014-10-02,新興第二,133.0
2014-10-02,三民第二,
2014-10-02,左營第四,133.0
2014-10-02,鼓山第三,150.0
2014-10-02,楠梓市場,142.0
2014-10-02,三民第一,150.0
2014-10-02,苓雅市場,150.0
2014-10-02,中華市場,
2014-10-02,旗山第一,120.0
2014-10-02,鳳山第一,0.0
2014-10-02,岡山文賢,158.0
2014-10-02,大寮大發,148.0
2014-10-02,橋頭市場,150.0
2014-10-03,國民市場,150.0
2014-10-03,鹽埕示範,150.0
2014-10-03,新興第二,133.0
2014-10-03,三民第二,166.0
2014-10-03,左營第四,133.0
2014-10-03,鼓山第三,150.0
2014-10-03,楠梓市場,142.0
2014-10-03,三民第一,150.0
2014-10-03,苓雅市場,150.0
2014-10-03,中華市場,150.0
2014-10-03,旗山第一,120.0
2014-10-03,鳳山第一,0.0
2014-10-03,岡山文賢,158.0
2014-10-03,大寮大發,144.0
2014-10-03,橋頭市場,150.0
2014-10-04,國民市場,
2014-10-04,鹽埕示範,
2014-10-04,新興第二,
2014-10-04,三民第二,
2014-10-04,左營第四,
2014-10-04,鼓山第三,
2014-10-04,楠梓市場,
2014-10-04,三民第一,
2014-10-04,苓雅市場,
2014-10-04,中華市場,
2014-10-04,旗山第一,
2014-10-04,鳳山第一,
2014-10-04,岡山文賢,
2014-10-04,大寮大發,
2014-10-04,橋頭市場,
2014-10-05,國民市場,
2014-10-05,鹽埕示範,
2014-10-05,新興第二,
2014-10-05,三民第二,
2014-10-05,左營第四,
2014-10-05,鼓山第三,
2014-10-05,楠梓市場,
2014-10-05,三民第一,
2014-10-05,苓雅市場,
2014-10-05,中華市場,
2014-10-05,旗山第一,
2014-10-05,鳳山第一,
2014-10-05,岡山文賢,
2014-10-05,大寮大發,
2014-10-05,橋頭市場,
2014-10-06,國民市場,166.0
2014-10-06,鹽埕示範,150.0
2014-10-06,新興第二,133.0
2014-10-06,三民第二,166.0
2014-10-06,左營第四,133.0
2014-10-06,鼓山第三,150.0
2014-10-06,楠梓市場,142.0
2014-10-06,三民第一,150.0
2014-10-06,苓雅市場,150.0
2014-10-06,中華市場,150.0
2014-10-06,旗山第一,0.0
2014-10-06,鳳山第一,0.0
2014-10-06,岡山文賢,148.0
2014-10-06,大寮大發,144.0
2014-10-06,橋頭市場,150.0
2014-10-07,國民市場,166.0
2014-10-07,鹽埕示範,150.0
2014-10-07,新興第二,133.0
2014-10-07,三民第二,166.0
2014-10-07,左營第四,133.0
2014-10-07,鼓山第三,150.0
2014-10-07,楠梓市場,142.0
2014-10-07,三民第一,150.0
2014-10-07,苓雅市場,150.0
2014-10-07,中華市場,150.0
2014-10-07,旗山第一,120.0
2014-10-07,鳳山第一,0.0
2014-10-07,岡山文賢,148.0
2014-10-07,大寮大發,144.0
2014-10-07,橋頭市場,150.0
2014-10-08,國民市場,166.0
2014-10-08,鹽埕示範,150.0
2014-10-08,新興第二,133.0
2014-10-08,三民第二,166.0
2014-10-08,左營第四,133.0
2014-10-08,鼓山第三,150.0
2014-10-08,楠梓市場,142.0
2014-10-08,三民第一,150.0
2014-10-08,苓雅市場,150.0
2014-10-08,中華市場,150.0
2014-10-08,旗山第一,120.0
2014-10-08,鳳山第一,0.0
2014-10-08,岡山文賢,148.0
2014-10-08,大寮大發,144.0
2014-10-08,橋頭市場,150.0
2014-10-09,國民市場,166.0
2014-10-09,鹽埕示範,150.0
2014-10-09,新興第二,133.0
2014-10-09,三民第二,166.0
2014-10-09,左營第四,133.0
2014-10-09,鼓山第三,150.0
2014-10-09,楠梓市場,142.0
2014-10-09,三民第一,150.0
2014-10-09,苓雅市場,150.0
2014-10-09,中華市場,150.0
2014-10-09,旗山第一,120.0
2014-10-09,鳳山第一,0.0
2014-10-09,岡山文賢,148.0
2014-10-09,大寮大發,144.0
2014-10-09,橋頭市場,150.0
2014-10-10,國民市場,
2014-10-10,鹽埕示範,
2014-10-10,新興第二,
2014-10-10,三民第二,
2014-10-10,左營第四,
2014-10-10,鼓山第三,
2014-10-10,楠梓市場,
2014-10-10,三民第一,
2014-10-10,苓雅市場,
2014-10-10,中華市場,
2014-10-10,旗山第一,
2014-10-10,鳳山第一,
2014-10-10,岡山文賢,
2014-10-10,大寮大發,
2014-10-10,橋頭市場,
2014-10-11,國民市場,
2014-10-11,鹽埕示範,
2014-10-11,新興第二,
2014-10-11,三民第二,
2014-10-11,左營第四,
2014-10-11,鼓山第三,
2014-10-11,楠梓市場,
2014-10-11,三民第一,
2014-10-11,苓雅市場,
2014-10-11,中華市場,
2014-10-11,旗山第一,
2014-10-11,鳳山第一,
2014-10-11,岡山文賢,
2014-10-11,大寮大發,
2014-10-11,橋頭市場,
2014-10-12,國民市場,
2014-10-12,鹽埕示範,
2014-10-12,新興第二,
2014-10-12,三民第二,
2014-10-12,左營第四,
2014-10-12,鼓山第三,
2014-10-12,楠梓市場,
2014-10-12,三民第一,
2014-10-12,苓雅市場,
2014-10-12,中華市場,
2014-10-12,旗山第一,
2014-10-12,鳳山第一,
2014-10-12,岡山文賢,
2014-10-12,大寮大發,
2014-10-12,橋頭市場,
2014-10-13,國民市場,150.0
2014-10-13,鹽埕示範,150.0
2014-10-13,新興第二,133.0
2014-10-13,三民第二,166.0
2014-10-13,左營第四,133.0
2014-10-13,鼓山第三,150.0
2014-10-13,楠梓市場,142.0
2014-10-13,三民第一,150.0
2014-10-13,苓雅市場,
2014-10-13,中華市場,150.0
2014-10-13,旗山第一,120.0
2014-10-13,鳳山第一,0.0
2014-10-13,岡山文賢,158.0
2014-10-13,大寮大發,144.0
2014-10-13,橋頭市場,150.0
2014-10-14,國民市場,150.0
2014-10-14,鹽埕示範,150.0
2014-10-14,新興第二,133.0
2014-10-14,三民第二,166.0
2014-10-14,左營第四,133.0
2014-10-14,鼓山第三,150.0
2014-10-14,楠梓市場,142.0
2014-10-14,三民第一,150.0
2014-10-14,苓雅市場,
2014-10-14,中華市場,150.0
2014-10-14,旗山第一,120.0
2014-10-14,鳳山第一,0.0
2014-10-14,岡山文賢,158.0
2014-10-14,大寮大發,128.0
2014-10-14,橋頭市場,150.0
2014-10-15,國民市場,150.0
2014-10-15,鹽埕示範,150.0
2014-10-15,新興第二,133.0
2014-10-15,三民第二,166.0
2014-10-15,左營第四,133.0
2014-10-15,鼓山第三,150.0
2014-10-15,楠梓市場,142.0
2014-10-15,三民第一,150.0
2014-10-15,苓雅市場,150.0
2014-10-15,中華市場,150.0
2014-10-15,旗山第一,120.0
2014-10-15,鳳山第一,0.0
2014-10-15,岡山文賢,158.0
2014-10-15,大寮大發,128.0
2014-10-15,橋頭市場,150.0
2014-10-16,國民市場,150.0
2014-10-16,鹽埕示範,150.0
2014-10-16,新興第二,133.0
2014-10-16,三民第二,166.0
2014-10-16,左營第四,133.0
2014-10-16,鼓山第三,150.0
2014-10-16,楠梓市場,142.0
2014-10-16,三民第一,150.0
2014-10-16,苓雅市場,150.0
2014-10-16,中華市場,150.0
2014-10-16,旗山第一,120.0
2014-10-16,鳳山第一,0.0
2014-10-16,岡山文賢,158.0
2014-10-16,大寮大發,128.0
2014-10-16,橋頭市場,150.0
2014-10-17,國民市場,150.0
2014-10-17,鹽埕示範,150.0
2014-10-17,新興第二,133.0
2014-10-17,三民第二,
2014-10-17,左營第四,133.0
2014-10-17,鼓山第三,150.0
2014-10-17,楠梓市場,142.0
2014-10-17,三民第一,150.0
2014-10-17,苓雅市場,150.0
2014-10-17,中華市場,150.0
2014-10-17,旗山第一,120.0
2014-10-17,鳳山第一,0.0
2014-10-17,岡山文賢,158.0
2014-10-17,大寮大發,128.0
2014-10-17,橋頭市場,150.0
2014-10-18,國民市場,
2014-10-18,鹽埕示範,
2014-10-18,新興第二,
2014-10-18,三民第二,
2014-10-18,左營第四,
2014-10-18,鼓山第三,
2014-10-18,楠梓市場,
2014-10-18,三民第一,
2014-10-18,苓雅市場,
2014-10-18,中華市場,
2014-10-18,旗山第一,
2014-10-18,鳳山第一,
2014-10-18,岡山文賢,
2014-10-18,大寮大發,
2014-10-18,橋頭市場,
2014-10-19,國民市場,
2014-10-19,鹽埕示範,
2014-10-19,新興第二,
2014-10-19,三民第二,
2014-10-19,左營第四,
2014-10-19,鼓山第三,
2014-10-19,楠梓市場,
2014-10-19,三民第一,
2014-10-19,苓雅市場,
2014-10-19,中華市場,
2014-10-19,旗山第一,
2014-10-19,鳳山第一,
2014-10-19,岡山文賢,
2014-10-19,大寮大發,
2014-10-19,橋頭市場,
2014-10-20,國民市場,
2014-10-20,鹽埕示範,
2014-10-20,新興第二,133.0
2014-10-20,三民第二,
2014-10-20,左營第四,133.0
2014-10-20,鼓山第三,150.0
2014-10-20,楠梓市場,142.0
2014-10-20,三民第一,150.0
2014-10-20,苓雅市場,150.0
2014-10-20,中華市場,150.0
2014-10-20,旗山第一,120.0
2014-10-20,鳳山第一,0.0
2014-10-20,岡山文賢,158.0
2014-10-20,大寮大發,136.0
2014-10-20,橋頭市場,150.0
2014-10-21,國民市場,166.0
2014-10-21,鹽埕示範,
2014-10-21,新興第二,133.0
2014-10-21,三民第二,
2014-10-21,左營第四,133.0
2014-10-21,鼓山第三,150.0
2014-10-21,楠梓市場,142.0
2014-10-21,三民第一,150.0
2014-10-21,苓雅市場,150.0
2014-10-21,中華市場,150.0
2014-10-21,旗山第一,120.0
2014-10-21,鳳山第一,0.0
2014-10-21,岡山文賢,158.0
2014-10-21,大寮大發,136.0
2014-10-21,橋頭市場,150.0
2014-10-22,國民市場,166.0
2014-10-22,鹽埕示範,150.0
2014-10-22,新興第二,133.0
2014-10-22,三民第二,
2014-10-22,左營第四,133.0
2014-10-22,鼓山第三,150.0
2014-10-22,楠梓市場,142.0
2014-10-22,三民第一,150.0
2014-10-22,苓雅市場,150.0
2014-10-22,中華市場,150.0
2014-10-22,旗山第一,120.0
2014-10-22,鳳山第一,0.0
2014-10-22,岡山文賢,158.0
2014-10-22,大寮大發,136.0
2014-10-22,橋頭市場,150.0
2014-10-23,國民市場,166.0
2014-10-23,鹽埕示範,150.0
2014-10-23,新興第二,133.0
2014-10-23,三民第二,
2014-10-23,左營第四,133.0
2014-10-23,鼓山第三,150.0
2014-10-23,楠梓市場,142.0
2014-10-23,三民第一,150.0
2014-10-23,苓雅市場,150.0
2014-10-23,中華市場,150.0
2014-10-23,旗山第一,120.0
2014-10-23,鳳山第一,0.0
2014-10-23,岡山文賢,158.0
2014-10-23,大寮大發,136.0
2014-10-23,橋頭市場,150.0
2014-10-24,國民市場,166.0
2014-10-24,鹽埕示範,150.0
2014-10-24,新興第二,133.0
2014-10-24,三民第二,150.0
2014-10-24,左營第四,133.0
2014-10-24,鼓山第三,
2014-10-24,楠梓市場,142.0
2014-10-24,三民第一,150.0
2014-10-24,苓雅市場,150.0
2014-10-24,中華市場,150.0
2014-10-24,旗山第一,120.0
2014-10-24,鳳山第一,0.0
2014-10-24,岡山文賢,158.0
2014-10-24,大寮大發,136.0
2014-10-24,橋頭市場,150.0
2014-10-25,國民市場,
2014-10-25,鹽埕示範,
2014-10-25,新興第二,
2014-10-25,三民第二,
2014-10-25,左營第四,
2014-10-25,鼓山第三,150.0
2014-10-25,楠梓市場,
2014-10-25,三民第一,
2014-10-25,苓雅市場,
2014-10-25,中華市場,
2014-10-25,旗山第一,
2014-10-25,鳳山第一,
2014-10-25,岡山文賢,
2014-10-25,大寮大發,
2014-10-25,橋頭市場,0.0
2014-10-26,國民市場,
2014-10-26,鹽埕示範,
2014-10-26,新興第二,
2014-10-26,三民第二,
2014-10-26,左營第四,
2014-10-26,鼓山第三,
2014-10-26,楠梓市場,
2014-10-26,三民第一,
2014-10-26,苓雅市場,
2014-10-26,中華市場,
2014-10-26,旗山第一,
2014-10-26,鳳山第一,
2014-10-26,岡山文賢,
2014-10-26,大寮大發,
2014-10-26,橋頭市場,
2014-10-27,國民市場,166.0
2014-10-27,鹽埕示範,
2014-10-27,新興第二,133.0
2014-10-27,三民第二,150.0
2014-10-27,左營第四,133.0
2014-10-27,鼓山第三,150.0
2014-10-27,楠梓市場,142.0
2014-10-27,三民第一,150.0
2014-10-27,苓雅市場,150.0
2014-10-27,中華市場,150.0
2014-10-27,旗山第一,120.0
2014-10-27,鳳山第一,0.0
2014-10-27,岡山文賢,158.0
2014-10-27,大寮大發,136.0
2014-10-27,橋頭市場,150.0
2014-10-28,國民市場,166.0
2014-10-28,鹽埕示範,150.0
2014-10-28,新興第二,133.0
2014-10-28,三民第二,150.0
2014-10-28,左營第四,133.0
2014-10-28,鼓山第三,150.0
2014-10-28,楠梓市場,142.0
2014-10-28,三民第一,150.0
2014-10-28,苓雅市場,150.0
2014-10-28,中華市場,150.0
2014-10-28,旗山第一,120.0
2014-10-28,鳳山第一,0.0
2014-10-28,岡山文賢,158.0
2014-10-28,大寮大發,136.0
2014-10-28,橋頭市場,150.0
2014-10-29,國民市場,166.0
2014-10-29,鹽埕示範,150.0
2014-10-29,新興第二,133.0
2014-10-29,三民第二,150.0
2014-10-29,左營第四,133.0
2014-10-29,鼓山第三,
2014-10-29,楠梓市場,
2014-10-29,三民第一,150.0
2014-10-29,苓雅市場,
2014-10-29,中華市場,
2014-10-29,旗山第一,120.0
2014-10-29,鳳山第一,0.0
2014-10-29,岡山文賢,158.0
2014-10-29,大寮大發,
2014-10-29,橋頭市場,150.0
2014-10-30,國民市場,166.0
2014-10-30,鹽埕示範,150.0
2014-10-30,新興第二,133.0
2014-10-30,三民第二,150.0
2014-10-30,左營第四,133.0
2014-10-30,鼓山第三,
2014-10-30,楠梓市場,
2014-10-30,三民第一,150.0
2014-10-30,苓雅市場,
2014-10-30,中華市場,
2014-10-30,旗山第一,120.0
2014-10-30,鳳山第一,0.0
2014-10-30,岡山文賢,158.0
2014-10-30,大寮大發,136.0
2014-10-30,橋頭市場,150.0
2014-10-31,國民市場,166.0
2014-10-31,鹽埕示範,150.0
2014-10-31,新興第二,133.0
2014-10-31,三民第二,150.0
2014-10-31,左營第四,133.0
2014-10-31,鼓山第三,
2014-10-31,楠梓市場,
2014-10-31,三民第一,150.0
2014-10-31,苓雅市場,
2014-10-31,中華市場,
2014-10-31,旗山第一,120.0
2014-10-31,鳳山第一,0.0
2014-10-31,岡山文賢,158.0
2014-10-31,大寮大發,136.0
2014-10-31,橋頭市場,150.0
2014-11-01,國民市場,
2014-11-01,鹽埕示範,
2014-11-01,新興第二,
2014-11-01,三民第二,
2014-11-01,左營第四,
2014-11-01,鼓山第三,
2014-11-01,楠梓市場,
2014-11-01,三民第一,
2014-11-01,苓雅市場,
2014-11-01,中華市場,
2014-11-01,旗山第一,
2014-11-01,鳳山第一,
2014-11-01,岡山文賢,
2014-11-01,大寮大發,
2014-11-01,橋頭市場,0.0
2014-11-02,國民市場,
2014-11-02,鹽埕示範,
2014-11-02,新興第二,
2014-11-02,三民第二,
2014-11-02,左營第四,
2014-11-02,鼓山第三,
2014-11-02,楠梓市場,
2014-11-02,三民第一,
2014-11-02,苓雅市場,
2014-11-02,中華市場,
2014-11-02,旗山第一,0.0
2014-11-02,鳳山第一,
2014-11-02,岡山文賢,
2014-11-02,大寮大發,
2014-11-02,橋頭市場,
2014-11-03,國民市場,166.0
2014-11-03,鹽埕示範,150.0
2014-11-03,新興第二,133.0
2014-11-03,三民第二,166.0
2014-11-03,左營第四,133.0
2014-11-03,鼓山第三,150.0
2014-11-03,楠梓市場,142.0
2014-11-03,三民第一,150.0
2014-11-03,苓雅市場,155.0
2014-11-03,中華市場,
2014-11-03,旗山第一,0.0
2014-11-03,鳳山第一,0.0
2014-11-03,岡山文賢,158.0
2014-11-03,大寮大發,144.0
2014-11-03,橋頭市場,133.0
2014-11-04,國民市場,166.0
2014-11-04,鹽埕示範,150.0
2014-11-04,新興第二,133.0
2014-11-04,三民第二,166.0
2014-11-04,左營第四,133.0
2014-11-04,鼓山第三,
2014-11-04,楠梓市場,142.0
2014-11-04,三民第一,150.0
2014-11-04,苓雅市場,155.0
2014-11-04,中華市場,150.0
2014-11-04,旗山第一,120.0
2014-11-04,鳳山第一,0.0
2014-11-04,岡山文賢,158.0
2014-11-04,大寮大發,144.0
2014-11-04,橋頭市場,133.0
2014-11-05,國民市場,166.0
2014-11-05,鹽埕示範,150.0
2014-11-05,新興第二,133.0
2014-11-05,三民第二,166.0
2014-11-05,左營第四,133.0
2014-11-05,鼓山第三,
2014-11-05,楠梓市場,142.0
2014-11-05,三民第一,150.0
2014-11-05,苓雅市場,155.0
2014-11-05,中華市場,150.0
2014-11-05,旗山第一,120.0
2014-11-05,鳳山第一,0.0
2014-11-05,岡山文賢,158.0
2014-11-05,大寮大發,144.0
2014-11-05,橋頭市場,133.0
2014-11-06,國民市場,
2014-11-06,鹽埕示範,
2014-11-06,新興第二,133.0
2014-11-06,三民第二,150.0
2014-11-06,左營第四,133.0
2014-11-06,鼓山第三,
2014-11-06,楠梓市場,142.0
2014-11-06,三民第一,150.0
2014-11-06,苓雅市場,155.0
2014-11-06,中華市場,150.0
2014-11-06,旗山第一,120.0
2014-11-06,鳳山第一,0.0
2014-11-06,岡山文賢,158.0
2014-11-06,大寮大發,
2014-11-06,橋頭市場,133.0
2014-11-07,國民市場,166.0
2014-11-07,鹽埕示範,150.0
2014-11-07,新興第二,133.0
2014-11-07,三民第二,150.0
2014-11-07,左營第四,133.0
2014-11-07,鼓山第三,
2014-11-07,楠梓市場,142.0
2014-11-07,三民第一,150.0
2014-11-07,苓雅市場,133.0
2014-11-07,中華市場,150.0
2014-11-07,旗山第一,120.0
2014-11-07,鳳山第一,0.0
2014-11-07,岡山文賢,158.0
2014-11-07,大寮大發,144.0
2014-11-07,橋頭市場,133.0
2014-11-08,國民市場,
2014-11-08,鹽埕示範,
2014-11-08,新興第二,
2014-11-08,三民第二,
2014-11-08,左營第四,
2014-11-08,鼓山第三,
2014-11-08,楠梓市場,
2014-11-08,三民第一,
2014-11-08,苓雅市場,
2014-11-08,中華市場,
2014-11-08,旗山第一,
2014-11-08,鳳山第一,
2014-11-08,岡山文賢,
2014-11-08,大寮大發,
2014-11-08,橋頭市場,
2014-11-09,國民市場,
2014-11-09,鹽埕示範,
2014-11-09,新興第二,
2014-11-09,三民第二,
2014-11-09,左營第四,
2014-11-09,鼓山第三,
2014-11-09,楠梓市場,
2014-11-09,三民第一,
2014-11-09,苓雅市場,
2014-11-09,中華市場,
2014-11-09,旗山第一,
2014-11-09,鳳山第一,
2014-11-09,岡山文賢,
2014-11-09,大寮大發,
2014-11-09,橋頭市場,
2014-11-10,國民市場,166.0
2014-11-10,鹽埕示範,150.0
2014-11-10,新興第二,133.0
2014-11-10,三民第二,150.0
2014-11-10,左營第四,133.0
2014-11-10,鼓山第三,150.0
2014-11-10,楠梓市場,142.0
2014-11-10,三民第一,150.0
2014-11-10,苓雅市場,133.0
2014-11-10,中華市場,150.0
2014-11-10,旗山第一,
2014-11-10,鳳山第一,0.0
2014-11-10,岡山文賢,158.0
2014-11-10,大寮大發,144.0
2014-11-10,橋頭市場,133.0
2014-11-11,國民市場,166.0
2014-11-11,鹽埕示範,
2014-11-11,新興第二,133.0
2014-11-11,三民第二,150.0
2014-11-11,左營第四,133.0
2014-11-11,鼓山第三,150.0
2014-11-11,楠梓市場,142.0
2014-11-11,三民第一,150.0
2014-11-11,苓雅市場,150.0
2014-11-11,中華市場,150.0
2014-11-11,旗山第一,120.0
2014-11-11,鳳山第一,0.0
2014-11-11,岡山文賢,158.0
2014-11-11,大寮大發,144.0
2014-11-11,橋頭市場,133.0
2014-11-12,國民市場,166.0
2014-11-12,鹽埕示範,150.0
2014-11-12,新興第二,133.0
2014-11-12,三民第二,150.0
2014-11-12,左營第四,133.0
2014-11-12,鼓山第三,150.0
2014-11-12,楠梓市場,142.0
2014-11-12,三民第一,150.0
2014-11-12,苓雅市場,150.0
2014-11-12,中華市場,150.0
2014-11-12,旗山第一,120.0
2014-11-12,鳳山第一,0.0
2014-11-12,岡山文賢,158.0
2014-11-12,大寮大發,
2014-11-12,橋頭市場,133.0
2014-11-13,國民市場,166.0
2014-11-13,鹽埕示範,
2014-11-13,新興第二,133.0
2014-11-13,三民第二,150.0
2014-11-13,左營第四,133.0
2014-11-13,鼓山第三,150.0
2014-11-13,楠梓市場,142.0
2014-11-13,三民第一,150.0
2014-11-13,苓雅市場,150.0
2014-11-13,中華市場,150.0
2014-11-13,旗山第一,115.0
2014-11-13,鳳山第一,0.0
2014-11-13,岡山文賢,158.0
2014-11-13,大寮大發,144.0
2014-11-13,橋頭市場,133.0
2014-11-14,國民市場,166.0
2014-11-14,鹽埕示範,150.0
2014-11-14,新興第二,133.0
2014-11-14,三民第二,150.0
2014-11-14,左營第四,133.0
2014-11-14,鼓山第三,150.0
2014-11-14,楠梓市場,142.0
2014-11-14,三民第一,150.0
2014-11-14,苓雅市場,150.0
2014-11-14,中華市場,150.0
2014-11-14,旗山第一,115.0
2014-11-14,鳳山第一,0.0
2014-11-14,岡山文賢,158.0
2014-11-14,大寮大發,144.0
2014-11-14,橋頭市場,133.0
2014-11-15,國民市場,
2014-11-15,鹽埕示範,
2014-11-15,新興第二,
2014-11-15,三民第二,
2014-11-15,左營第四,
2014-11-15,鼓山第三,
2014-11-15,楠梓市場,
2014-11-15,三民第一,
2014-11-15,苓雅市場,
2014-11-15,中華市場,
2014-11-15,旗山第一,
2014-11-15,鳳山第一,
2014-11-15,岡山文賢,
2014-11-15,大寮大發,
2014-11-15,橋頭市場,
2014-11-16,國民市場,
2014-11-16,鹽埕示範,
2014-11-16,新興第二,
2014-11-16,三民第二,
2014-11-16,左營第四,
2014-11-16,鼓山第三,
2014-11-16,楠梓市場,
2014-11-16,三民第一,
2014-11-16,苓雅市場,
2014-11-16,中華市場,
2014-11-16,旗山第一,
2014-11-16,鳳山第一,
2014-11-16,岡山文賢,
2014-11-16,大寮大發,
2014-11-16,橋頭市場,
2014-11-17,國民市場,0.0
2014-11-17,鹽埕示範,
2014-11-17,新興第二,133.0
2014-11-17,三民第二,150.0
2014-11-17,左營第四,133.0
2014-11-17,鼓山第三,150.0
2014-11-17,楠梓市場,142.0
2014-11-17,三民第一,150.0
2014-11-17,苓雅市場,150.0
2014-11-17,中華市場,
2014-11-17,旗山第一,
2014-11-17,鳳山第一,0.0
2014-11-17,岡山文賢,158.0
2014-11-17,大寮大發,144.0
2014-11-17,橋頭市場,133.0
2014-11-18,國民市場,166.0
2014-11-18,鹽埕示範,150.0
2014-11-18,新興第二,133.0
2014-11-18,三民第二,150.0
2014-11-18,左營第四,133.0
2014-11-18,鼓山第三,150.0
2014-11-18,楠梓市場,142.0
2014-11-18,三民第一,150.0
2014-11-18,苓雅市場,150.0
2014-11-18,中華市場,150.0
2014-11-18,旗山第一,115.0
2014-11-18,鳳山第一,0.0
2014-11-18,岡山文賢,158.0
2014-11-18,大寮大發,136.0
2014-11-18,橋頭市場,133.0
2014-11-19,國民市場,166.0
2014-11-19,鹽埕示範,150.0
2014-11-19,新興第二,133.0
2014-11-19,三民第二,
2014-11-19,左營第四,133.0
2014-11-19,鼓山第三,150.0
2014-11-19,楠梓市場,142.0
2014-11-19,三民第一,150.0
2014-11-19,苓雅市場,160.0
2014-11-19,中華市場,150.0
2014-11-19,旗山第一,115.0
2014-11-19,鳳山第一,0.0
2014-11-19,岡山文賢,158.0
2014-11-19,大寮大發,
2014-11-19,橋頭市場,133.0
2014-11-20,國民市場,166.0
2014-11-20,鹽埕示範,150.0
2014-11-20,新興第二,133.0
2014-11-20,三民第二,150.0
2014-11-20,左營第四,133.0
2014-11-20,鼓山第三,150.0
2014-11-20,楠梓市場,142.0
2014-11-20,三民第一,150.0
2014-11-20,苓雅市場,160.0
2014-11-20,中華市場,150.0
2014-11-20,旗山第一,115.0
2014-11-20,鳳山第一,0.0
2014-11-20,岡山文賢,158.0
2014-11-20,大寮大發,144.0
2014-11-20,橋頭市場,133.0
2014-11-21,國民市場,166.0
2014-11-21,鹽埕示範,150.0
2014-11-21,新興第二,133.0
2014-11-21,三民第二,150.0
2014-11-21,左營第四,133.0
2014-11-21,鼓山第三,150.0
2014-11-21,楠梓市場,142.0
2014-11-21,三民第一,150.0
2014-11-21,苓雅市場,
2014-11-21,中華市場,150.0
2014-11-21,旗山第一,115.0
2014-11-21,鳳山第一,0.0
2014-11-21,岡山文賢,158.0
2014-11-21,大寮大發,144.0
2014-11-21,橋頭市場,133.0
2014-11-22,國民市場,
2014-11-22,鹽埕示範,
2014-11-22,新興第二,
2014-11-22,三民第二,
2014-11-22,左營第四,
2014-11-22,鼓山第三,
2014-11-22,楠梓市場,
2014-11-22,三民第一,
2014-11-22,苓雅市場,
2014-11-22,中華市場,
2014-11-22,旗山第一,
2014-11-22,鳳山第一,
2014-11-22,岡山文賢,
2014-11-22,大寮大發,
2014-11-22,橋頭市場,
2014-11-23,國民市場,
2014-11-23,鹽埕示範,
2014-11-23,新興第二,
2014-11-23,三民第二,
2014-11-23,左營第四,
2014-11-23,鼓山第三,
2014-11-23,楠梓市場,
2014-11-23,三民第一,
2014-11-23,苓雅市場,
2014-11-23,中華市場,
2014-11-23,旗山第一,
2014-11-23,鳳山第一,
2014-11-23,岡山文賢,
2014-11-23,大寮大發,
2014-11-23,橋頭市場,
2014-11-24,國民市場,166.0
2014-11-24,鹽埕示範,150.0
2014-11-24,新興第二,133.0
2014-11-24,三民第二,150.0
2014-11-24,左營第四,133.0
2014-11-24,鼓山第三,150.0
2014-11-24,楠梓市場,150.0
2014-11-24,三民第一,150.0
2014-11-24,苓雅市場,150.0
2014-11-24,中華市場,150.0
2014-11-24,旗山第一,
